product_id,product_category_english,product_category_portuguese,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_description_length,product_name_length,product_volume_cm3,product_size_tier,product_weight_tier,missing_photos_flag,missing_description_flag
2942a8c2c52f01cf90a2552946eb5383,computers accessories,informatica acessorios,200.00,16.00,17.00,22.00,2,365,49,5984.00,Medium,Medium,0,0
2b5ae8fa7040dc2ecc8483150f36a667,baby,bebes,600.00,35.00,7.00,40.00,6,1066,33,9800.00,Medium,Medium,0,0
d88a953f5d1e00cbfb5785dcb8a9f81f,toys,brinquedos,3100.00,72.00,11.00,13.00,5,547,41,10296.00,Medium,Heavy,0,0
d540d228abea2bb0713acb40e4f3d341,pet shop,pet shop,2350.00,42.00,22.00,32.00,6,2358,56,29568.00,Large,Heavy,0,0
4aa6014eceb682077f9dc4bffebc05b0,housewares,utilidades domesticas,10150.00,89.00,15.00,40.00,3,1002,43,53400.00,Extra Large,Very Heavy,0,0
8bed4c826276d0ffcb0f5eb40861f9ea,computers accessories,informatica acessorios,350.00,20.00,15.00,20.00,2,429,59,6000.00,Medium,Medium,0,0
7d9f42ecf65ca91f7e28483c5008dc4b,bed bath table,cama mesa banho,1600.00,34.00,7.00,32.00,1,234,60,7616.00,Medium,Heavy,0,0
a3816405c56f1df398541ee9c498b056,housewares,utilidades domesticas,300.00,20.00,11.00,15.00,4,465,60,3300.00,Small,Medium,0,0
a8e69cb7ca2c04d5ba7f73b2385f2a76,sports leisure,esporte lazer,107.00,18.00,9.00,14.00,2,2422,53,2268.00,Small,Light,0,0
3bfd406881ee395530b18ca51670161e,pet shop,pet shop,1000.00,16.00,35.00,20.00,4,86,60,11200.00,Medium,Heavy,0,0
46e331e83e48420b6f7a8404cf204e0b,air conditioning,climatizacao,10050.00,35.00,28.00,16.00,6,903,56,15680.00,Large,Very Heavy,0,0
ddcb7473fdc5368c019e3ef6fbde816b,auto,automotivo,2950.00,41.00,19.00,41.00,1,586,54,31939.00,Large,Heavy,0,0
c38d96175ed7d2d5c3391317b77f8eb0,bed bath table,cama mesa banho,850.00,16.00,10.00,16.00,1,402,57,2560.00,Small,Medium,0,0
112d3b0704a6ed73f5b7bbbaf59362b5,housewares,utilidades domesticas,550.00,18.00,12.00,12.00,2,380,57,2592.00,Small,Medium,0,0
62a4a26db134b53fdcc0cd817c2175f1,health beauty,beleza saude,400.00,19.00,28.00,17.00,1,428,46,9044.00,Medium,Medium,0,0
45db4516caf5bf0516fb08b73fd14d1e,luggage accessories,malas acessorios,550.00,16.00,6.00,11.00,2,571,47,1056.00,Small,Medium,0,0
200eed7d1d3482898094819dbec1cb52,housewares,utilidades domesticas,500.00,19.00,12.00,12.00,3,1202,48,2736.00,Small,Medium,0,0
46f5ded2b6575266fc1458155a3f1fad,bed bath table,cama mesa banho,1150.00,40.00,9.00,50.00,2,437,56,18000.00,Large,Heavy,0,0
b596e2d70dd2f5fb5ff9ee2a1c803e5b,sports leisure,esporte lazer,6300.00,42.00,20.00,32.00,2,748,53,26880.00,Large,Very Heavy,0,0
082175ee534338e4fd967076a6f848e5,home appliances,eletrodomesticos,100.00,27.00,13.00,17.00,3,175,56,5967.00,Medium,Light,0,0
9c54fc6d530332481d147e58ed7d3eb5,sports leisure,esporte lazer,500.00,16.00,16.00,16.00,2,1225,59,4096.00,Small,Medium,0,0
b482227c47a1f1b99911d7760d17d8b8,perfumery,perfumaria,200.00,20.00,20.00,20.00,3,991,39,8000.00,Medium,Medium,0,0
1782400950423c9b12600278b8ef65d3,perfumery,perfumaria,567.00,23.00,15.00,16.00,1,553,58,5520.00,Medium,Medium,0,0
2a6d3f9c3a96e62e0ca38559cbf6410b,electronics,eletronicos,125.00,21.00,13.00,18.00,1,318,41,4914.00,Small,Light,0,0
6df665a20caa80a66804f836165bbf36,auto,automotivo,4300.00,31.00,11.00,31.00,1,1841,48,10571.00,Medium,Heavy,0,0
2e6c12b01b91073e4cad9732887edc57,auto,automotivo,153.00,16.00,6.00,17.00,2,1291,54,1632.00,Small,Light,0,0
6d811b6e8cada9a8f7f38bb315620e1b,sports leisure,esporte lazer,8700.00,25.00,60.00,40.00,5,447,59,60000.00,Extra Large,Very Heavy,0,0
be68ca1484d5bcc92f0949413e5eb445,garden tools,ferramentas jardim,900.00,16.00,16.00,16.00,1,423,34,4096.00,Small,Medium,0,0
d5c51256683179f6692b91f5967c5bd4,home construction,casa construcao,4850.00,40.00,25.00,30.00,2,83,47,30000.00,Large,Heavy,0,0
5450ae624c196f64c291a61b12ffa3ee,computers accessories,informatica acessorios,200.00,16.00,13.00,18.00,3,321,43,3744.00,Small,Medium,0,0
38afdf723b95d455b418a0f57d623c6b,furniture decor,moveis decoracao,2500.00,34.00,6.00,28.00,3,479,38,5712.00,Medium,Heavy,0,0
6c951a66dffc261311c2acc0bf0ff2fe,cool stuff,cool stuff,500.00,55.00,15.00,45.00,4,224,59,37125.00,Large,Medium,0,0
bd5556852920e0d5ebb6044894391ca6,sports leisure,esporte lazer,250.00,28.00,13.00,14.00,10,3219,53,5096.00,Medium,Medium,0,0
2983053977d2a69111a0a674fb7e5fab,stationery,papelaria,2000.00,60.00,20.00,29.00,7,344,59,34800.00,Large,Heavy,0,0
261244fc4d0197d8772346872f5b0f5e,kitchen dining laundry garden furniture,moveis cozinha area de servico jantar e jardim,975.00,41.00,12.00,12.00,5,785,54,5904.00,Medium,Medium,0,0
c3fb02b29695e526cd3988bdd55ba013,baby,bebes,300.00,42.00,25.00,15.00,1,655,24,15750.00,Large,Medium,0,0
ae6a082af3a596a2fcbef378ebfae8c6,books general interest,livros interesse geral,150.00,26.00,2.00,26.00,1,421,40,1352.00,Small,Light,0,0
3c1f8775831d28ef01f05143a9be9ecc,computers accessories,informatica acessorios,233.00,19.00,17.00,19.00,1,1026,52,6137.00,Medium,Medium,0,0
519246f38910c45249e57a9f9b9fc142,telephony,telefonia,392.00,17.00,11.00,13.00,2,534,59,2431.00,Small,Medium,0,0
682fa9a2b1120191903abcde5950f072,sports leisure,esporte lazer,700.00,22.00,22.00,22.00,2,596,50,10648.00,Medium,Medium,0,0
7faa2f80dd4c483a89f204c073c5b447,watches gifts,relogios presentes,400.00,17.00,12.00,12.00,3,1343,57,2448.00,Small,Medium,0,0
53da2e917302c9e5e834b9968ea829a7,auto,automotivo,500.00,24.00,6.00,26.00,3,868,57,3744.00,Small,Medium,0,0
041022915a950ec95b761b690ddb6b24,cool stuff,cool stuff,1450.00,62.00,15.00,32.00,3,351,63,29760.00,Large,Heavy,0,0
dde1e366db6c0e996f4e1d92122b431c,bed bath table,cama mesa banho,950.00,36.00,14.00,26.00,1,216,60,13104.00,Medium,Medium,0,0
7ac5f520abfc0589418bc7c76cea7a7c,bed bath table,cama mesa banho,1550.00,30.00,10.00,30.00,2,349,59,9000.00,Medium,Heavy,0,0
789ad1b65fbd127472ba15371dd1144a,food,alimentos,3150.00,30.00,28.00,28.00,3,3815,58,23520.00,Large,Heavy,0,0
c874b6cca27efc978feed6fd55b2985c,baby,bebes,23200.00,31.00,85.00,54.00,1,740,43,142290.00,Extra Large,Very Heavy,0,0
3d250bb3d2b89c9bea15327aed52d8ca,perfumery,perfumaria,275.00,16.00,14.00,16.00,1,898,55,3584.00,Small,Medium,0,0
0eb14dca77e29c41da121dfa88b4b0ea,watches gifts,relogios presentes,200.00,16.00,2.00,11.00,5,136,59,352.00,Extra Small,Medium,0,0
5b3c2a0b39f0a99d946e2055617d11f2,toys,brinquedos,6550.00,30.00,20.00,54.00,3,881,40,32400.00,Large,Very Heavy,0,0
423a6644f0aa529e8828ff1f91003690,agro industry and commerce,agro industria e comercio,5800.00,30.00,30.00,20.00,3,2352,54,18000.00,Large,Very Heavy,0,0
2b8ac7ded4ff025f0bd9b02f5c9531ba,sports leisure,esporte lazer,1400.00,81.00,2.00,21.00,2,693,34,3402.00,Small,Heavy,0,0
060e9872b582bceaa83d520807008f1b,garden tools,ferramentas jardim,5500.00,29.00,29.00,39.00,1,420,28,32799.00,Large,Very Heavy,0,0
4e873a046c5134adb52de054a25db91d,telephony,telefonia,150.00,19.00,3.00,11.00,2,435,53,627.00,Extra Small,Light,0,0
6b8de030922a59c3d23fa6864ad3f436,sports leisure,esporte lazer,650.00,18.00,18.00,18.00,1,2908,36,5832.00,Medium,Medium,0,0
797b0bf4316b47e82d45e3a4b5d828da,perfumery,perfumaria,200.00,16.00,7.00,11.00,1,201,29,1232.00,Small,Medium,0,0
ab507d0f8d9ac91607f9cff20a8c5684,air conditioning,climatizacao,4800.00,58.00,59.00,25.00,1,855,55,85550.00,Extra Large,Heavy,0,0
5c17779da282cc147ca50c6904cf3d01,perfumery,perfumaria,200.00,16.00,4.00,11.00,1,278,41,704.00,Extra Small,Medium,0,0
742c48e1bbcfabe4528d5f68cd4dc432,sports leisure,esporte lazer,450.00,30.00,16.00,16.00,6,578,57,7680.00,Medium,Medium,0,0
db4e53a9c9aa94503fbeb12a2fdbf7ba,sports leisure,esporte lazer,12400.00,20.00,25.00,12.00,1,1637,25,6000.00,Medium,Very Heavy,0,0
5cc37c2c2b8ea0c98010d1ee6028e45b,small appliances,eletroportateis,8700.00,40.00,16.00,40.00,4,2212,59,25600.00,Large,Very Heavy,0,0
695cb7d69f96dcd38681d4a4d485bc85,furniture decor,moveis decoracao,6350.00,51.00,13.00,51.00,4,327,52,33813.00,Large,Very Heavy,0,0
6b9411af71e48f2e3ed1f01640c3a75e,furniture decor,moveis decoracao,3000.00,69.00,11.00,11.00,2,2050,60,8349.00,Medium,Heavy,0,0
1e88eb1734651579b4928df098f4d86c,furniture decor,moveis decoracao,600.00,26.00,8.00,17.00,2,702,60,3536.00,Small,Medium,0,0
3732271dbc064b3c2c372c5675c914ce,baby,bebes,1467.00,32.00,23.00,30.00,2,736,46,22080.00,Large,Heavy,0,0
447b7437663c07b241787482238e1d58,fashion bags accessories,fashion bolsas e acessorios,200.00,16.00,2.00,11.00,1,1359,58,352.00,Extra Small,Medium,0,0
a0b71dda13dd0e2ee63a7afb64af5327,housewares,utilidades domesticas,250.00,24.00,11.00,20.00,2,494,57,5280.00,Medium,Medium,0,0
aeb2db5f8c0fe1e55a951d49dd331fc3,computers accessories,informatica acessorios,250.00,42.00,2.00,30.00,1,1101,35,2520.00,Small,Medium,0,0
2805706c5fde90cdec740394a68ee707,watches gifts,relogios presentes,417.00,19.00,12.00,14.00,1,555,52,3192.00,Small,Medium,0,0
b74e0968890981b1e3ef7e98df23ed33,health beauty,beleza saude,200.00,24.00,5.00,16.00,1,187,55,1920.00,Small,Medium,0,0
918d420adcb5ca26487f9fff29535fd6,housewares,utilidades domesticas,4200.00,35.00,20.00,35.00,1,726,55,24500.00,Large,Heavy,0,0
b5b1ef3701c288dedcb700f5cd3061f2,toys,brinquedos,200.00,35.00,16.00,30.00,2,373,32,16800.00,Large,Medium,0,0
8ce450d8a20c20e17ba1536a19f60d39,bed bath table,cama mesa banho,3400.00,20.00,30.00,30.00,1,729,45,18000.00,Large,Heavy,0,0
63c21c167a87abcbed6efe83c8169866,construction tools safety,construcao ferramentas seguranca,1100.00,30.00,10.00,25.00,1,825,59,7500.00,Medium,Heavy,0,0
96a5ff4a6e07ebe2f09a6ee132303df3,computers accessories,informatica acessorios,3100.00,27.00,2.00,16.00,2,832,29,864.00,Extra Small,Heavy,0,0
e32ec50062d77cbd89601812fe6acc35,sports leisure,esporte lazer,300.00,23.00,8.00,15.00,1,1504,24,2760.00,Small,Medium,0,0
8c4254fc0b9043ade973297a789b042d,signaling and security,sinalizacao e seguranca,400.00,19.00,11.00,14.00,4,572,59,2926.00,Small,Medium,0,0
0e8455af924fb157b26a4ab95f28bb10,telephony,telefonia,50.00,21.00,8.00,13.00,6,3704,50,2184.00,Small,Light,0,0
ab57d2064d8806f9cc9d5734e332a969,fashion bags accessories,fashion bolsas e acessorios,300.00,16.00,2.00,11.00,1,731,56,352.00,Extra Small,Medium,0,0
cda185193c72c0eb8dde03f20f101230,housewares,utilidades domesticas,1100.00,24.00,24.00,24.00,1,1782,57,13824.00,Medium,Heavy,0,0
8471182114c4e0e3b1586fef0ad240a9,auto,automotivo,500.00,25.00,16.00,20.00,4,313,30,8000.00,Medium,Medium,0,0
0984eaa8480e41aded35bd7b5131a1c1,health beauty,beleza saude,30000.00,55.00,75.00,61.00,1,540,58,251625.00,Extra Large,Very Heavy,0,0
5f4f9900058f5deda33d748e733a5292,housewares,utilidades domesticas,500.00,28.00,10.00,27.00,4,1185,56,7560.00,Medium,Medium,0,0
a4462e7d5df840cbd075f0224bf42554,health beauty,beleza saude,550.00,30.00,5.00,20.00,4,2027,43,3000.00,Small,Medium,0,0
4632bc49b300378ed4f1d48f424d414e,auto,automotivo,795.00,30.00,15.00,26.00,2,513,33,11700.00,Medium,Medium,0,0
6456fdf43df7d711b98d91fe574e43d4,computers accessories,informatica acessorios,150.00,28.00,8.00,12.00,5,1328,60,2688.00,Small,Light,0,0
89fe9f3c22efcfa4bd05c0cf71c70a18,pet shop,pet shop,200.00,18.00,9.00,14.00,2,482,53,2268.00,Small,Medium,0,0
937d4dbe97dc4cda39683025976f91ae,furniture decor,moveis decoracao,400.00,35.00,7.00,27.00,5,1037,58,6615.00,Medium,Medium,0,0
f5307d7c949134b78e68c51c13cc426e,sports leisure,esporte lazer,520.00,25.00,20.00,20.00,2,1286,51,10000.00,Medium,Medium,0,0
81fa3a54b696e8510a2f5cd69b29337d,watches gifts,relogios presentes,375.00,20.00,12.00,13.00,1,252,48,3120.00,Small,Medium,0,0
b1877a842c7cc3487d5ead23827c45b2,computers accessories,informatica acessorios,343.00,16.00,17.00,13.00,1,1692,49,3536.00,Small,Medium,0,0
efaadc79a826a716708034fba428f44e,toys,brinquedos,2975.00,33.00,38.00,49.00,3,263,59,61446.00,Extra Large,Heavy,0,0
314fa2ee03eff6af10bc8f7ff0c4dc9f,bed bath table,cama mesa banho,1100.00,45.00,25.00,35.00,1,115,49,39375.00,Large,Heavy,0,0
dc58d5459e21851dd9acdfc10a621159,housewares,utilidades domesticas,700.00,23.00,15.00,20.00,2,680,31,6900.00,Medium,Medium,0,0
2b79d65ddb4051238ce31fbabc5763ce,electronics,eletronicos,100.00,25.00,25.00,25.00,3,449,40,15625.00,Large,Light,0,0
fcbb0fb955e82fdf9afbb3641b5a6ac0,furniture decor,moveis decoracao,5075.00,51.00,8.00,51.00,4,247,40,20808.00,Large,Very Heavy,0,0
bb5f7cb699fd0467c5d6289669df9510,luggage accessories,malas acessorios,3050.00,52.00,32.00,19.00,10,991,48,31616.00,Large,Heavy,0,0
59fb1c8d9f3640a622cf774c3867e170,auto,automotivo,833.00,26.00,14.00,15.00,1,455,51,5460.00,Medium,Medium,0,0
35675af4fd3065f5e56b6d609ae385f5,bed bath table,cama mesa banho,900.00,50.00,16.00,16.00,2,444,47,12800.00,Medium,Medium,0,0
7bea3672d6a87d1d816cda1283bd1cb8,health beauty,beleza saude,3400.00,55.00,50.00,11.00,1,184,34,30250.00,Large,Heavy,0,0
db9fbaf0e0719205c4649729763b2c32,furniture decor,moveis decoracao,625.00,20.00,13.00,21.00,4,238,50,5460.00,Medium,Medium,0,0
16fa9029e1cac929d673dc7805b6d46e,furniture decor,moveis decoracao,550.00,30.00,6.00,30.00,1,820,48,5400.00,Medium,Medium,0,0
73db26ba1eb13dd2d0e1991a3ac6943b,health beauty,beleza saude,3900.00,30.00,13.00,26.00,1,3308,56,10140.00,Medium,Heavy,0,0
18ed3f872eef3229cb62008dc963ae78,bed bath table,cama mesa banho,850.00,35.00,15.00,25.00,1,188,54,13125.00,Medium,Medium,0,0
763c99ba797c7d691e58bec3d42843bf,housewares,utilidades domesticas,3750.00,20.00,40.00,40.00,2,265,47,32000.00,Large,Heavy,0,0
9e2821b749b419a902d948c583175ece,fashion bags accessories,fashion bolsas e acessorios,100.00,16.00,2.00,11.00,2,339,36,352.00,Extra Small,Light,0,0
b37a8cda46313ac91d79f16601ca5253,garden tools,ferramentas jardim,600.00,21.00,8.00,13.00,9,1105,59,2184.00,Small,Medium,0,0
4ce81153410b379f2ccab68653ca5fe4,furniture decor,moveis decoracao,400.00,53.00,15.00,53.00,1,297,32,42135.00,Large,Medium,0,0
2e64d11879c5bbda600381dbb5452a38,health beauty,beleza saude,1350.00,26.00,18.00,11.00,1,225,47,5148.00,Medium,Heavy,0,0
6df3e292ba834323d4d8164d4c88e698,baby,bebes,250.00,23.00,14.00,28.00,1,524,50,9016.00,Medium,Medium,0,0
b9a96cfeeea8e470af6d87627be50e10,fashion bags accessories,fashion bolsas e acessorios,200.00,16.00,10.00,16.00,2,198,59,2560.00,Small,Medium,0,0
300666e2638b1c8f5528bd23a6e9dea3,bed bath table,cama mesa banho,1250.00,48.00,10.00,12.00,2,1391,46,5760.00,Medium,Heavy,0,0
2ef3cc0d3f3adddc0ef8ecf48989bba2,pet shop,pet shop,3875.00,30.00,25.00,25.00,1,1140,34,18750.00,Large,Heavy,0,0
735a36bd5c680c3b10f1c48c99c0559b,stationery,papelaria,6700.00,90.00,16.00,80.00,1,278,58,115200.00,Extra Large,Very Heavy,0,0
1a4abdf8e4e0329e516e6e55260bb1d7,garden tools,ferramentas jardim,600.00,16.00,7.00,22.00,1,382,35,2464.00,Small,Medium,0,0
a996a150a7fd0eba6a177ec84b939b51,pet shop,pet shop,5300.00,30.00,30.00,30.00,2,1640,57,27000.00,Large,Very Heavy,0,0
44b3c2d28ae185727a80fc99e0d330ae,garden tools,ferramentas jardim,800.00,16.00,63.00,13.00,1,227,35,13104.00,Medium,Medium,0,0
634256dbcd184b3757ffd7632c9fe52a,health beauty,beleza saude,150.00,16.00,5.00,17.00,1,295,49,1360.00,Small,Light,0,0
200eaffedd57c444ee6cd8ee8644039d,watches gifts,relogios presentes,525.00,23.00,6.00,21.00,1,389,49,2898.00,Small,Medium,0,0
51bb55b87cf953219cadc7deb9d282c2,garden tools,ferramentas jardim,2700.00,30.00,23.00,20.00,1,1452,60,13800.00,Medium,Heavy,0,0
6f57ca539fb6b20b79a272e17194d9c9,health beauty,beleza saude,400.00,20.00,5.00,11.00,1,1053,34,1100.00,Small,Medium,0,0
7648a2a07675230af77cdcd849834e57,health beauty,beleza saude,1600.00,25.00,20.00,20.00,1,2616,45,10000.00,Medium,Heavy,0,0
cd46a885543f0e169a49f1eb25c04e43,computers accessories,informatica acessorios,3475.00,54.00,13.00,48.00,2,1390,58,33696.00,Large,Heavy,0,0
748fec9ebeacfa6835fb4d6894c49869,health beauty,beleza saude,900.00,17.00,7.00,12.00,1,1054,59,1428.00,Small,Medium,0,0
24bc2932a12c983f8e76d828b65cf39b,health beauty,beleza saude,380.00,17.00,11.00,13.00,1,2411,12,2431.00,Small,Medium,0,0
c795f412e17c825c7765adfdb4ecdc56,pet shop,pet shop,300.00,30.00,10.00,17.00,2,497,46,5100.00,Medium,Medium,0,0
b44ac72ece514e2e7985803cf7cefbc5,books technical,livros tecnicos,367.00,18.00,5.00,15.00,1,894,49,1350.00,Small,Medium,0,0
b0f4447a9530af5f5bc2d17091704558,furniture decor,moveis decoracao,3000.00,69.00,11.00,11.00,2,2273,57,8349.00,Medium,Heavy,0,0
d7763817e6c04ac719414a48dd46928e,health beauty,beleza saude,1700.00,18.00,36.00,27.00,1,497,51,17496.00,Large,Heavy,0,0
968811b51a38b97a73d9fdf59face469,construction tools construction,construcao ferramentas construcao,920.00,35.00,28.00,22.00,1,783,40,21560.00,Large,Medium,0,0
5083416598756311d4bb4ddabd661e25,pet shop,pet shop,9100.00,37.00,30.00,39.00,1,459,54,43290.00,Large,Very Heavy,0,0
351cd19d35f2421c5419da9032a19856,baby,bebes,2350.00,16.00,50.00,40.00,4,643,46,32000.00,Large,Heavy,0,0
5f3e86b7e537b8d2d993596c969b69a6,luggage accessories,malas acessorios,18700.00,53.00,77.00,32.00,1,791,54,130592.00,Extra Large,Very Heavy,0,0
55d3c0d8016d88527c993d62d989f19d,computers accessories,informatica acessorios,1250.00,50.00,8.00,37.00,4,462,47,14800.00,Medium,Heavy,0,0
29df8bf0a6118b7b764e7b31987d4db7,housewares,utilidades domesticas,3150.00,22.00,54.00,22.00,4,519,43,26136.00,Large,Heavy,0,0
1f42966deb959a8433468ac0078b60da,sports leisure,esporte lazer,650.00,23.00,30.00,30.00,5,459,34,20700.00,Large,Medium,0,0
50b9ed3a22932b28d452c73046083f5d,sports leisure,esporte lazer,254.00,17.00,15.00,12.00,1,1321,52,3060.00,Small,Medium,0,0
869ea93586ecd74a64e5aafcad1036a9,food drink,alimentos bebidas,600.00,28.00,15.00,20.00,1,378,35,8400.00,Medium,Medium,0,0
273d06dee7bb3103eb4ae0ff8d149966,housewares,utilidades domesticas,750.00,20.00,45.00,20.00,1,491,43,18000.00,Large,Medium,0,0
5b757fed0d82a5850bcf22f01af06c6b,health beauty,beleza saude,450.00,23.00,23.00,21.00,1,752,34,11109.00,Medium,Medium,0,0
44a5d24dd383324a421569ca697b13c2,telephony,telefonia,300.00,20.00,20.00,13.00,1,55,55,5200.00,Medium,Medium,0,0
db61ac5970110fba38fe6caf8844dbf5,bed bath table,cama mesa banho,650.00,26.00,5.00,25.00,5,662,58,3250.00,Small,Medium,0,0
2ef87e8b6ce7e78d811c0ead73d63507,office furniture,moveis escritorio,10750.00,54.00,54.00,18.00,1,1220,33,52488.00,Extra Large,Very Heavy,0,0
ea9949577fa63c86b7ca9986a4a0bf81,baby,bebes,464.00,38.00,9.00,34.00,1,614,38,11628.00,Medium,Medium,0,0
9c0f79b9daf5436386477b4e17b94389,furniture decor,moveis decoracao,2400.00,30.00,35.00,30.00,1,616,53,31500.00,Large,Heavy,0,0
cfb79bfbdaf59cfe2e9ae0a071451f32,bed bath table,cama mesa banho,550.00,30.00,3.00,19.00,1,445,44,1710.00,Small,Medium,0,0
9f1fbbe90131eec1287c7ee32bb32a31,fashion bags accessories,fashion bolsas e acessorios,200.00,16.00,2.00,11.00,1,796,48,352.00,Extra Small,Medium,0,0
96b2b30b853845064514e83f4d5a387b,bed bath table,cama mesa banho,800.00,40.00,7.00,30.00,1,554,52,8400.00,Medium,Medium,0,0
d0aa4a695d9699cb8eef61acc4c6d6b0,auto,automotivo,400.00,16.00,10.00,15.00,1,322,44,2400.00,Small,Medium,0,0
a4758e74e2cdb74d0c4db83594ca14a3,computers accessories,informatica acessorios,1533.00,32.00,15.00,15.00,1,386,60,7200.00,Medium,Heavy,0,0
990166f4c0d91a6cb92663b4d190ad1e,housewares,utilidades domesticas,9300.00,31.00,58.00,31.00,3,969,51,55738.00,Extra Large,Very Heavy,0,0
11998bf6cea26d8ab6b3948560f64951,home appliances,eletrodomesticos,700.00,18.00,8.00,13.00,1,1031,59,1872.00,Small,Medium,0,0
7509198b81c7761e30fc8845ccf330b0,construction tools construction,construcao ferramentas construcao,250.00,20.00,10.00,11.00,1,151,58,2200.00,Small,Medium,0,0
540a51ebd9cd8f5714698467afc89071,health beauty,beleza saude,200.00,36.00,16.00,36.00,4,1382,57,20736.00,Large,Medium,0,0
e82d0f095d2e87c1d46d5f909ed00a30,housewares,utilidades domesticas,250.00,30.00,8.00,25.00,1,501,55,6000.00,Medium,Medium,0,0
ce6bbfa347690099b21b9d688772d5ab,auto,automotivo,700.00,32.00,15.00,11.00,3,374,60,5280.00,Medium,Medium,0,0
e855d18497949fc298407b39639ee1cc,small appliances,eletroportateis,2825.00,36.00,25.00,26.00,3,775,39,23400.00,Large,Heavy,0,0
71a033537c0b1b79fc26e6d0bb3bb1a2,furniture decor,moveis decoracao,950.00,31.00,11.00,26.00,7,227,56,8866.00,Medium,Medium,0,0
1276de9d6e6200f71cfb172a76abf703,fashion bags accessories,fashion bolsas e acessorios,50.00,16.00,5.00,16.00,2,250,43,1280.00,Small,Light,0,0
a334304f952399f2161225628a9d2891,health beauty,beleza saude,300.00,18.00,10.00,14.00,4,1692,58,2520.00,Small,Medium,0,0
5a11bc271d03e7a31cdd33d1d8580456,sports leisure,esporte lazer,600.00,38.00,12.00,25.00,3,1026,63,11400.00,Medium,Medium,0,0
dafcf8195acb775dcbfa9dae22b3c959,fashion bags accessories,fashion bolsas e acessorios,200.00,16.00,9.00,11.00,6,726,56,1584.00,Small,Medium,0,0
20b0f2e1b898d6ab3155af3b923794ed,housewares,utilidades domesticas,400.00,18.00,8.00,14.00,5,1118,51,2016.00,Small,Medium,0,0
32943921f52ed83f1af15db364dbcc2b,kitchen dining laundry garden furniture,moveis cozinha area de servico jantar e jardim,21150.00,55.00,49.00,47.00,6,695,54,126665.00,Extra Large,Very Heavy,0,0
e350532acfc2ee911b6dcf1029dcb48d,toys,brinquedos,300.00,22.00,6.00,16.00,5,867,27,2112.00,Small,Medium,0,0
4f9fdffe833f33d67ba672bd81d02ae2,toys,brinquedos,900.00,25.00,36.00,16.00,1,468,54,14400.00,Medium,Medium,0,0
7988cff50cb75e08e6b68640b19e55aa,watches gifts,relogios presentes,576.00,20.00,13.00,17.00,1,176,42,4420.00,Small,Medium,0,0
41ddd4c8779d0943ee7706c384eeee8f,pet shop,pet shop,700.00,24.00,20.00,24.00,2,1540,34,11520.00,Medium,Medium,0,0
b23f9704f31bfce887b8d1b48f0bad47,housewares,utilidades domesticas,450.00,17.00,14.00,11.00,3,33,32,2618.00,Small,Medium,0,0
2132979d9b6f64e99b8c9bb4da4e0323,computers accessories,informatica acessorios,496.00,36.00,13.00,35.00,2,676,12,16380.00,Large,Medium,0,0
7aa09531577c4f30eaf1f6cbe61f6536,sports leisure,esporte lazer,4350.00,20.00,20.00,20.00,1,1249,56,8000.00,Medium,Heavy,0,0
e61812136e9f12e9f4359132b1b82870,computers accessories,informatica acessorios,650.00,22.00,12.00,12.00,1,195,44,3168.00,Small,Medium,0,0
d86ac0940bef7f98ce39a2e759183f83,furniture decor,moveis decoracao,500.00,35.00,35.00,11.00,2,485,58,13475.00,Medium,Medium,0,0
bb77135946e78428a7a5634a46113a22,baby,bebes,600.00,25.00,15.00,25.00,1,271,57,9375.00,Medium,Medium,0,0
b36dfd58b43f37b9fd6424e0dfd42c63,sports leisure,esporte lazer,2750.00,60.00,15.00,15.00,1,139,60,13500.00,Medium,Heavy,0,0
d0c51ac8e8c69abdcdddfd2ce66ffe3f,telephony,telefonia,300.00,19.00,3.00,11.00,1,793,42,627.00,Extra Small,Medium,0,0
13b84ccbd3ce6a81ff8333896dbe84d8,housewares,utilidades domesticas,3350.00,16.00,2.00,11.00,1,595,56,352.00,Extra Small,Heavy,0,0
b8b426747049f2d3d6e00b486d47dedb,health beauty,beleza saude,1250.00,42.00,11.00,12.00,3,819,49,5544.00,Medium,Heavy,0,0
b6381477a9bdb75f7c1c97478ab25467,fixed telephony,telefonia fixa,100.00,16.00,4.00,11.00,3,218,60,704.00,Extra Small,Light,0,0
ae23e5838bdd9b5fa518342c066b8290,bed bath table,cama mesa banho,1325.00,19.00,17.00,23.00,1,676,58,7429.00,Medium,Heavy,0,0
87fcf2104f6c632428115466bab2c16b,sports leisure,esporte lazer,850.00,51.00,11.00,18.00,1,211,24,10098.00,Medium,Medium,0,0
74cfb67b11aa83ec20fbb297748c8352,furniture decor,moveis decoracao,700.00,68.00,7.00,13.00,2,1528,54,6188.00,Medium,Medium,0,0
dad033afaf01ca7098672af45bdd3400,toys,brinquedos,1200.00,28.00,13.00,21.00,3,1235,60,7644.00,Medium,Heavy,0,0
aedeeed7f1b4f0f8be40518d70991770,electronics,eletronicos,150.00,25.00,7.00,16.00,1,402,37,2800.00,Small,Light,0,0
e9e425171123c1c10c30c2c7379b9544,watches gifts,relogios presentes,950.00,21.00,11.00,15.00,1,383,50,3465.00,Small,Medium,0,0
